,"Date","Num","Name","Source Name","Memo","Deliv Date","Qty","Rcv'd","Backordered","Amount","Open Balance"
"Inventory",,,,,,,,,,,
"Accessory",,,,,,,,,,,
,"09/15/2025","POD-251323","Neousys Technology Incorp.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","10/01/2025",4,0,4,704.00,704.00
"Total Cblkit-FP-NRU-230V-AWP_NRU-240S",,,,,,,112,1,111,19712.00,19536.00
"Cblkit-NRU-162S-AWP",,,,,,,,,,,
,"07/31/2025","POD-251094","Rheinmetall Canada Inc.","Neousys Technology Incorp.","Cblkit-NRU-162S-AWP  NRU-162S-AWP cable kit, including 5xCbl-M12X8M-RJ45F-100CM, 1xCbl-M12A8M-2U...","09/17/2025",1,0,1,139.00,139.00
,"09/15/2025","POD-251323","Neousys Technology Incorp.","Neousys Technology Incorp.","Cblkit-NRU-162S-AWP  NRU-162S-AWP cable kit, including 5xCbl-M12X8M-RJ45F-100CM, 1xCbl-M12A8M-2U...","10/01/2025",2,0,2,278.00,278.00
"Total Cblkit-NRU-162S-AWP",,,,,,,3,0,3,417.00,417.00
"Cblkit-NRU-172S-PPC",,,,,,,,,,,
,"08/20/2025","POD-251188","Centre de technologies avancées BRP- CTA","Neousys Technology Incorp.","Cblkit-NRU-172S-PPC  NRU-172S-PPC cable kit, including: 5xCbl-M12X8M-RJ45F-100CM, 1xCbl-M12A8M-2...","09/17/2025",1,0,1,123.00,123.00
"Total Cblkit-NRU-172S-PPC",,,,,,,1,0,1,123.00,123.00
"FPnl-5Ant-NRU230V-AWP",,,,,,,,,,,
,"08/07/2025","POD-251129","NASA-Johnson Space Center","Neousys Technology Incorp.","FPnl-5Ant-NRU230V-AWP  (5ANT)Front Panel of NRU-230V-AWP with 5x antenna holes. Industrial compu...","09/24/2025",1,0,1,24.00,24.00
"Total FPnl-5Ant-NRU230V-AWP",,,,,,,1,0,1,24.00,24.00
"GC-J-A64GB-O-Industrial-Nvidia",,,,,,,,,,,
,"08/29/2025","POD-251238","Scout AI Inc","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Industrial-Nvidia  Jetson AGX Orin Industrial 64GB Module, Ampere GPU(204...","09/17/2025",7,0,7,17080.00,17080.00
"Total GC-J-A64GB-O-Industrial-Nvidia",,,,,,,7,0,7,17080.00,17080.00
"GC-Jetson-AGX32GB-Orin-Nvidia",,,,,,,,,,,
,"08/19/2025","POD-251179","Uber Technologies, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX32GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","09/10/2025",20,0,20,20000.00,20000.00
,"08/19/2025","POD-251180","Uber Technologies, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX32GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","09/17/2025",20,0,20,20000.00,20000.00
,"08/19/2025","POD-251181","Uber Technologies, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX32GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","09/17/2025",20,0,20,20000.00,20000.00
,"08/19/2025","POD-251182","Uber Technologies, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX32GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","09/24/2025",20,0,20,20000.00,20000.00
,"08/19/2025","POD-251183","Uber Technologies, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX32GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","09/17/2025",25,0,25,25000.00,25000.00
,"08/19/2025","POD-251184","Uber Technologies, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX32GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","09/24/2025",20,0,20,20000.00,20000.00
"Total GC-Jetson-AGX32GB-Orin-Nvidia",,,,,,,125,0,125,125000.00,125000.00
"GC-Jetson-AGX64GB-Orin-Nvidia",,,,,,,,,,,
,"08/07/2025","POD-251129","NASA-Johnson Space Center","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 64GB Module w/ 2048 CUDA Cores, 64 Tensor ...","09/24/2025",1,0,1,1800.00,1800.00
,"08/26/2025","POD-251215","FEV North America Inc.","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 64GB Module w/ 2048 CUDA Cores, 64 Tensor ...","08/26/2025",1,0,1,1800.00,1800.00
,"08/29/2025","POD-251238","Scout AI Inc","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 64GB Module w/ 2048 CUDA Cores, 64 Tensor ...","09/17/2025",9,0,9,16200.00,16200.00
,"09/12/2025","POD-251307","Neousys Technology Incorp.","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 64GB Module w/ 2048 CUDA Cores, 64 Tensor ...","09/24/2025",1,0,1,1800.00,1800.00
,"09/15/2025","POD-251320","Neousys Technology Incorp.","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 64GB Module w/ 2048 CUDA Cores, 64 Tensor ...","10/01/2025",3,0,3,5400.00,5400.00
"Total GC-Jetson-AGX64GB-Orin-Nvidia",,,,,,,15,0,15,27000.00,27000.00
"GC-Jetson-NX16G-Orin-Nvidia",,,,,,,,,,,
,"07/31/2025","POD-251094","Rheinmetall Canada Inc.","Neousys Technology Incorp.","GC-Jetson-NX16G-Orin-Nvidia  NVIDIA Jetson Orin NX 16GB Module w/ 1024 CUDA Cores, 32 Tensor Cor...","09/17/2025",1,0,1,664.00,664.00
,"08/25/2025","POD-251207","Neousys Technology Incorp.","Neousys Technology Incorp.","GC-Jetson-NX16G-Orin-Nvidia  NVIDIA Jetson Orin NX 16GB Module w/ 1024 CUDA Cores, 32 Tensor Cor...","09/10/2025",6,0,6,3984.00,3984.00
"Total GC-Jetson-NX16G-Orin-Nvidia",,,,,,,7,0,7,4648.00,4648.00
"NRU-120S-AGX32G",,,,,,,,,,,
,"09/08/2025","POD-251279","Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-120S-AGX32G  NRU-120S, NVIDIA® Jetson AGX Xavier™ GPU Accelerator for Video Streaming and In...","09/24/2025",4,0,4,6052.00,6052.00
,"09/11/2025","POD-251300","Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-120S-AGX32G  NRU-120S, NVIDIA® Jetson AGX Xavier™ GPU Accelerator for Video Streaming and In...","09/24/2025",1,0,1,1513.00,1513.00
"Total NRU-120S-AGX32G",,,,,,,5,0,5,7565.00,7565.00
"NRU-156-JON16-NS",,,,,,,,,,,
,"09/09/2025","POD-251293","Sim Sports Corporation","Neousys Technology Incorp.","NRU-156-JON16-NS  NRU-156U3-FT barebone, NVIDIA® Jetson Orin™ NX 16GB module.  * Need select NVM...","09/26/2025",2,0,2,1956.00,1956.00
"Total NRU-156-JON16-NS",,,,,,,2,0,2,1956.00,1956.00
"NRU-162S-AWP",,,,,,,,,,,
,"09/15/2025","POD-251320","Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-162S-AWP  IP66 NVIDIA® Jetson Orin™ NX / Orin™ Nano Computer with 4x PoE+ GbE.","10/01/2025",1,0,1,549.00,549.00
"Total NRU-162S-AWP",,,,,,,1,0,1,549.00,549.00
"NRU-162S-AWP-RH(EA)",,,,,,,,,,,
,"07/31/2025","POD-251094","Rheinmetall Canada Inc.","Neousys Technology Incorp.","NRU-162S-AWP-RH(EA)  IP66 NVIDIA® Jetson Orin™ NX / Orin™ Nano Computer with 4x PoE+ GbE and cus...","09/17/2025",1,0,1,615.00,615.00
"Total NRU-162S-AWP-RH(EA)",,,,,,,1,0,1,615.00,615.00
"NRU-172S-PPC-JON16-NS",,,,,,,,,,,
,"08/20/2025","POD-251188","Centre de technologies avancées BRP- CTA","Neousys Technology Incorp.","NRU-172S-PPC-JON16-NS  IP66 NVIDIA® Jetson Orin™ NX 16GB Panel PC with 4x PoE+ GbE.  *Need to se...","09/17/2025",1,0,1,1624.00,1624.00
"Total NRU-172S-PPC-JON16-NS",,,,,,,1,0,1,1624.00,1624.00
"NRU-220S",,,,,,,,,,,
,"09/12/2025","POD-251307","Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-220S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics.","09/24/2025",1,0,1,637.00,637.00
,"09/15/2025","POD-251320","Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-220S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics.","10/01/2025",3,0,3,1911.00,1911.00
"Total NRU-220S",,,,,,,4,0,4,2548.00,2548.00
"NRU-222S",,,,,,,,,,,
,"08/19/2025","POD-251179","Uber Technologies, Inc.","Neousys Technology Incorp.","NRU-222S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","09/10/2025",20,0,20,15600.00,15600.00
,"08/19/2025","POD-251180","Uber Technologies, Inc.","Neousys Technology Incorp.","NRU-222S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","09/17/2025",20,0,20,15600.00,15600.00
,"08/19/2025","POD-251181","Uber Technologies, Inc.","Neousys Technology Incorp.","NRU-222S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","09/17/2025",20,0,20,15600.00,15600.00
,"08/19/2025","POD-251182","Uber Technologies, Inc.","Neousys Technology Incorp.","NRU-222S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","09/24/2025",20,0,20,15600.00,15600.00
,"08/19/2025","POD-251183","Uber Technologies, Inc.","Neousys Technology Incorp.","NRU-222S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","09/17/2025",25,0,25,19500.00,19500.00
,"08/19/2025","POD-251184","Uber Technologies, Inc.","Neousys Technology Incorp.","NRU-222S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","09/24/2025",20,0,20,15600.00,15600.00
"Total NRU-222S",,,,,,,125,0,125,97500.00,97500.00
"NRU-222S-JAO32G",,,,,,,,,,,
,"09/05/2025","POD-251268","CoastIPC, Inc.","Neousys Technology Incorp.","NRU-222S-JAO32G  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE...","09/19/2025",3,0,3,5205.00,5205.00
,"09/05/2025","POD-251270","CoastIPC, Inc.","Neousys Technology Incorp.","NRU-222S-JAO32G  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE...","09/19/2025",3,0,3,5205.00,5205.00
"Total NRU-222S-JAO32G",,,,,,,6,0,6,10410.00,10410.00
"NRU-230V-AWP",,,,,,,,,,,
,"08/07/2025","POD-251129","NASA-Johnson Space Center","Neousys Technology Incorp.","NRU-230V-AWP  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x 10GbE p...","09/24/2025",1,0,1,1176.00,1176.00
,"08/26/2025","POD-251215","FEV North America Inc.","Neousys Technology Incorp.","NRU-230V-AWP  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x 10GbE p...","08/26/2025",1,0,1,1176.00,1176.00
,"08/29/2025","POD-251238","Scout AI Inc","Neousys Technology Incorp.","NRU-230V-AWP  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x 10GbE p...","09/17/2025",7,0,7,8232.00,8232.00
,"08/29/2025","POD-251238","Scout AI Inc","Neousys Technology Incorp.","NRU-230V-AWP  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x 10GbE p...","09/17/2025",9,0,9,10584.00,10584.00
,"09/15/2025","POD-251320","Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-230V-AWP  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x 10GbE p...","10/01/2025",4,0,4,4704.00,4704.00
"Total NRU-230V-AWP",,,,,,,22,0,22,25872.00,25872.00
"NRU-230V-AWP-JAO64G",,,,,,,,,,,
,"07/07/2025","POD-250956","Applied Intuition, Inc.","Neousys Technology Incorp.","NRU-230V-AWP-JAO64G  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x ...","10/01/2025",25,0,25,74400.00,74400.00
,"07/07/2025","POD-250957","Applied Intuition, Inc.","Neousys Technology Incorp.","NRU-230V-AWP-JAO64G  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x ...","10/01/2025",25,0,25,74400.00,74400.00
,"08/06/2025","POD-251122","Applied Intuition, Inc.","Neousys Technology Incorp.","NRU-230V-AWP-JAO64G  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x ...","10/08/2025",10,0,10,29760.00,29760.00
,"08/06/2025","POD-251123","Applied Intuition, Inc.","Neousys Technology Incorp.","NRU-230V-AWP-JAO64G  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x ...","10/15/2025",15,0,15,44640.00,44640.00
"Total NRU-230V-AWP-JAO64G",,,,,,,75,0,75,223200.00,223200.00
"PCIe-NX154PoE",,,,,,,,,,,
,"08/25/2025","POD-251207","Neousys Technology Incorp.","Neousys Technology Incorp.","PCIe-NX154PoE  Rugged NVIDIA® Jetson Orin™ NX PCIe Card with 4x PoE+ GbE Ports for Intelligent V...","09/10/2025",6,0,6,2178.00,2178.00
"Total PCIe-NX154PoE",,,,,,,6,0,6,2178.00,2178.00
"RPnl-M12-NRU-172S-PPC",,,,,,,,,,,
,"08/20/2025","POD-251188","Neousys Technology Incorp.","Neousys Technology Incorp.","RPnl-M12-NRU-172S-PPC  (1M12)Rear Panel of NRU-172S-PPC with M12.","09/17/2025",1,0,1,24.00,24.00
"Total RPnl-M12-NRU-172S-PPC",,,,,,,1,0,1,24.00,24.00
"Total NRU Series",,,,,,,617,1,616,592781.00,592605.00
"Nuvo-10000 Series",,,,,,,,,,,
"Nuvo-10003",,,,,,,,,,,
,"09/16/2025","POD-251325","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-10003  Intel® 13th/ 12th-Gen Core™ i7/ i5/ i3 Expansion Box-PC with 3x PCIe slots.","10/01/2025",3,0,3,1530.00,1530.00
"Total Nuvo-10003",,,,,,,3,0,3,1530.00,1530.00
"Nuvo-10007-CTI",,,,,,,,,,,
,"09/12/2025","POD-251308","Candela Technologies Inc.","Neousys Technology Incorp.","Nuvo-10007-CTI  Intel® 14th/ 13th/ 12th-Gen Core™ i7/ i5/ i3 Expansion Box-PC with 7x PCIe slots...","10/01/2025",1,0,1,764.00,764.00
"Total Nuvo-10007-CTI",,,,,,,1,0,1,764.00,764.00
"Nuvo-10108GC-10G",,,,,,,,,,,
,"09/08/2025","POD-251276","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-10108GC-10G  Industrial-grade GPU Computing Edge AI Platform Supporting an NVIDIA® RTX 40 S...","09/24/2025",2,0,2,1980.00,1980.00
,"09/15/2025","POD-251320","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-10108GC-10G  Industrial-grade GPU Computing Edge AI Platform Supporting an NVIDIA® RTX 40 S...","10/01/2025",2,0,2,1980.00,1980.00
"Total Nuvo-10108GC-10G",,,,,,,4,0,4,3960.00,3960.00
"Nuvo-10108GC-10G-i9IC-65W",,,,,,,,,,,
,"09/08/2025","POD-251280","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10108GC-10G-i9IC-65W  Industrial-grade GPU Computing Edge AI Platform Supporting an NVIDIA®...","10/17/2025",3,0,3,4617.00,4617.00
,"09/09/2025","POD-251291","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10108GC-10G-i9IC-65W  Industrial-grade GPU Computing Edge AI Platform Supporting an NVIDIA®...","10/17/2025",3,0,3,4617.00,4617.00
"Total Nuvo-10108GC-10G-i9IC-65W",,,,,,,6,0,6,9234.00,9234.00
"Nuvo-10108GC-10G-i9IC14-65W-DS",,,,,,,,,,,
,"09/12/2025","POD-251311","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10108GC-10G-i9IC14-65W-DS  Industrial-grade GPU Computing Edge AI Platform Supporting an NV...","09/26/2025",6,0,6,9210.00,9210.00
"Total Nuvo-10108GC-10G-i9IC14-65W-DS",,,,,,,6,0,6,9210.00,9210.00
"Nuvo-10108GC-i9IC14-65W-DS",,,,,,,,,,,
,"09/12/2025","POD-251311","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10108GC-i9IC14-65W-DS  Industrial-grade GPU Computing Edge AI Platform Supporting an NVIDIA...","09/26/2025",6,0,6,8736.00,8736.00
"Total Nuvo-10108GC-i9IC14-65W-DS",,,,,,,6,0,6,8736.00,8736.00
"Nuvo-10208GC",,,,,,,,,,,
,"09/15/2025","POD-251316","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-10208GC  Industrial-grade Edge AI Platform supporting dual NVIDIA® RTX series 350W GPU Card...","10/01/2025",2,0,2,2842.00,2842.00
"Total Nuvo-10208GC",,,,,,,2,0,2,2842.00,2842.00
"Nuvo-10208GC-10G",,,,,,,,,,,
,"09/15/2025","POD-251320","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-10208GC-10G  Industrial-grade Edge AI Platform supporting dual NVIDIA® RTX series 350W GPU ...","10/01/2025",8,0,8,11992.00,11992.00
"Total Nuvo-10208GC-10G",,,,,,,8,0,8,11992.00,11992.00
"Nuvo-10208GC-10G-i9IC14-65W-DS",,,,,,,,,,,
,"09/12/2025","POD-251312","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10208GC-10G-i9IC14-65W-DS  Industrial-grade Edge AI Platform supporting dual NVIDIA® RTX se...","09/26/2025",4,0,4,8176.00,8176.00
"Total Nuvo-10208GC-10G-i9IC14-65W-DS",,,,,,,4,0,4,8176.00,8176.00
"Nuvo-10208GC-i9IC14-65W-DS",,,,,,,,,,,
,"09/12/2025","POD-251312","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10208GC-i9IC14-65W-DS  Industrial-grade Edge AI Platform supporting dual NVIDIA® RTX series...","09/26/2025",4,0,4,7864.00,7864.00
"Total Nuvo-10208GC-i9IC14-65W-DS",,,,,,,4,0,4,7864.00,7864.00
"Total Nuvo-10000 Series",,,,,,,44,0,44,64308.00,64308.00
"Nuvo-11000 Series",,,,,,,,,,,
"Nuvo-11006E",,,,,,,,,,,
,"08/27/2025","POD-251224","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006E  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2,...","10/15/2025",4,0,4,2724.00,2724.00
"Total Nuvo-11006E",,,,,,,4,0,4,2724.00,2724.00
"Nuvo-11006E-PoE",,,,,,,,,,,
,"08/27/2025","POD-251224","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006E-PoE  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB ...","10/15/2025",4,0,4,3056.00,3056.00
"Total Nuvo-11006E-PoE",,,,,,,4,0,4,3056.00,3056.00
"Nuvo-11006E-PoE-10G",,,,,,,,,,,
,"08/27/2025","POD-251224","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006E-PoE-10G  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 10GbE, 6x 2.5Gb...","10/15/2025",4,0,4,3332.00,3332.00
"Total Nuvo-11006E-PoE-10G",,,,,,,4,0,4,3332.00,3332.00
"Nuvo-11006E-U9IC-35W-DS",,,,,,,,,,,
,"09/09/2025","POD-251292","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-11006E-U9IC-35W-DS  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/G...","09/26/2025",2,0,2,2452.00,2452.00
"Total Nuvo-11006E-U9IC-35W-DS",,,,,,,2,0,2,2452.00,2452.00
"Nuvo-11006LP",,,,,,,,,,,
,"08/27/2025","POD-251224","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006LP  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2...","10/15/2025",4,0,4,2568.00,2568.00
"Total Nuvo-11006LP",,,,,,,4,0,4,2568.00,2568.00
"Nuvo-11006LP-PoE",,,,,,,,,,,
,"08/27/2025","POD-251224","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006LP-PoE  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB...","10/15/2025",4,0,4,2900.00,2900.00
"Total Nuvo-11006LP-PoE",,,,,,,4,0,4,2900.00,2900.00
"Nuvo-11006LP-PoE-10G",,,,,,,,,,,
,"08/27/2025","POD-251224","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006LP-PoE-10G  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 10GbE, 6x 2.5G...","10/15/2025",4,0,4,3176.00,3176.00
"Total Nuvo-11006LP-PoE-10G",,,,,,,4,0,4,3176.00,3176.00
"Nuvo-11531",,,,,,,,,,,
,"08/27/2025","POD-251224","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11531  Intel® Core™ Ultra 200 Series Compact Fanless Computer with 4x 2.5GbE, 4x USB3.2.","10/15/2025",4,0,4,1980.00,1980.00
"Total Nuvo-11531",,,,,,,4,0,4,1980.00,1980.00
"Nuvo-11531-PoE",,,,,,,,,,,
,"08/27/2025","POD-251224","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11531-PoE  Intel® Core™ Ultra 200 Series Compact Fanless Computer with 4x PoE+ 2.5GbE, 4x U...","10/15/2025",4,0,4,2256.00,2256.00
"Total Nuvo-11531-PoE",,,,,,,4,0,4,2256.00,2256.00
"Total Nuvo-11000 Series",,,,,,,34,0,34,24444.00,24444.00
"Nuvo-5608VR Series",,,,,,,,,,,
"Nuvo-5608VR-i7QC-65W",,,,,,,,,,,
,"08/21/2025","POD-251193","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-5608VR-i7QC-65W  Intel 6th-Gen Skylake Core i7-6700 Fanless Surveillance System with 8x PoE...","10/23/2025",1,0,1,1114.00,1114.00
"Total Nuvo-5608VR-i7QC-65W",,,,,,,1,0,1,1114.00,1114.00
"Total Nuvo-5608VR Series",,,,,,,1,0,1,1114.00,1114.00
"Nuvo-7000 Series",,,,,,,,,,,
"CSM-7160GC",,,,,,,,,,,
,"09/08/2025","POD-251272","Neousys Technology Incorp.","Neousys Technology Incorp.","CSM-7160GC  Empty Nuvo-7160GC Cassette with NVBP-7160GC backplane, single x16 PCIe slot.","09/24/2025",5,0,5,700.00,700.00
"Total CSM-7160GC",,,,,,,5,0,5,700.00,700.00
"Nuvis-7306RT-DTIO(EA)",,,,,,,,,,,
,"08/29/2025","POD-251246","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvis-7306RT-DTIO(EA)  Intel® 8th/ 9th-Gen Core™ i machine vision controller with vision-specifi...","09/10/2025",1,0,1,907.00,907.00
,"09/15/2025","POD-251318","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvis-7306RT-DTIO(EA)  Intel® 8th/ 9th-Gen Core™ i machine vision controller with vision-specifi...","10/01/2025",1,0,1,907.00,907.00
"Total Nuvis-7306RT-DTIO(EA)",,,,,,,2,0,2,1814.00,1814.00
"Nuvo-7006LP",,,,,,,,,,,
,"09/08/2025","POD-251278","INFLEXION POINT, LLC","Neousys Technology Incorp.","Nuvo-7006LP  Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x GbE, MezIO i...","09/24/2025",20,0,20,11960.00,11960.00
"Total Nuvo-7006LP",,,,,,,20,0,20,11960.00,11960.00
"Nuvo-7006P-PoE-i7HC",,,,,,,,,,,
,"09/16/2025","POD-251329","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-7006P-PoE-i7HC  Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded controller with 6x...","10/03/2025",1,0,1,1027.00,1027.00
"Total Nuvo-7006P-PoE-i7HC",,,,,,,1,0,1,1027.00,1027.00
"Nuvo-7100VTC-i7HC-65W",,,,,,,,,,,
,"08/14/2025","POD-251158","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-7100VTC-i7HC-65W  Intel® 8th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports, DIO, C...","09/26/2025",4,2,2,4892.00,2446.00
"Total Nuvo-7100VTC-i7HC-65W",,,,,,,4,2,2,4892.00,2446.00
"Nuvo-7104VTC",,,,,,,,,,,
,"08/05/2025","POD-251109","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-7104VTC  Intel® 8th/9th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ ports, DIO, CAN b...","09/17/2025",6,0,6,4878.00,4878.00
"Total Nuvo-7104VTC",,,,,,,6,0,6,4878.00,4878.00
"Nuvo-716xGC-PoE",,,,,,,,,,,
,"09/08/2025","POD-251272","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-716xGC-PoE  Rugged GPU-Computing Platform Nuvo-7160GC series with optional IEEE 802.3at PoE...","09/24/2025",5,0,5,3465.00,3465.00
"Total Nuvo-716xGC-PoE",,,,,,,5,0,5,3465.00,3465.00
"Nuvo-7501",,,,,,,,,,,
,"08/29/2025","POD-251244","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-7501  Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer with 2xGb...","09/10/2025",4,0,4,1488.00,1488.00
,"09/15/2025","POD-251316","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-7501  Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer with 2xGb...","10/01/2025",4,0,4,1488.00,1488.00
"Total Nuvo-7501",,,,,,,8,0,8,2976.00,2976.00
"Nuvo-7505D",,,,,,,,,,,
,"06/19/2025","POD-250884","Tek84 Inc.","Neousys Technology Incorp.","Nuvo-7505D  Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer with iso...","10/01/2025",20,0,20,9220.00,9220.00
"Total Nuvo-7505D",,,,,,,20,0,20,9220.00,9220.00
"Nuvo-7531-i7OCG9",,,,,,,,,,,
,"08/28/2025","POD-251233","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-7531-i7OCG9  Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4x GbE , 4x ...","09/18/2025",1,0,1,804.00,804.00
"Total Nuvo-7531-i7OCG9",,,,,,,1,0,1,804.00,804.00
"Total Nuvo-7000 Series",,,,,,,72,2,70,41736.00,39290.00
"Nuvo-8000 Series",,,,,,,,,,,
"Nuvo-8041",,,,,,,,,,,
